method,split,regime,task,seed,episodes,success_rate,contact_precision,budget_violation_rate,fall_rate,balance_margin,recovery_success,energy_contact_cost,calibration_error
risk_aware_contact_planner,heldout_object,one_hand_occupied,door_open_step_through,2,84,0.726190,0.549455,0.179446,0.087031,0.552724,0.514472,0.251608,0.071067
risk_aware_contact_planner,heldout_object,one_hand_occupied,door_open_step_through,3,84,0.738095,0.550335,0.180106,0.087229,0.553619,0.515371,0.252061,0.071521
risk_aware_contact_planner,heldout_object,one_hand_occupied,door_open_step_through,4,84,0.690476,0.551215,0.180766,0.088854,0.554441,0.516178,0.244511,0.071976
risk_aware_contact_planner,heldout_object,one_hand_occupied,door_open_step_through,5,84,0.630952,0.552095,0.169420,0.089985,0.555289,0.501008,0.244724,0.072238
risk_aware_contact_planner,heldout_object,one_hand_occupied,door_open_step_through,6,84,0.595238,0.552975,0.170080,0.091325,0.556126,0.501833,0.245177,0.072693
risk_aware_contact_planner,heldout_object,one_hand_occupied,box_lift_rebalance,0,84,0.642857,0.545887,0.176950,0.087129,0.567272,0.511067,0.249876,0.075372
risk_aware_contact_planner,heldout_object,one_hand_occupied,box_lift_rebalance,1,84,0.702381,0.546735,0.177586,0.086166,0.568192,0.512010,0.250313,0.075810
risk_aware_contact_planner,heldout_object,one_hand_occupied,box_lift_rebalance,2,84,0.583333,0.547583,0.178222,0.089488,0.568898,0.512674,0.250749,0.076248
risk_aware_contact_planner,heldout_object,one_hand_occupied,box_lift_rebalance,3,84,0.583333,0.548431,0.178858,0.089954,0.569746,0.513524,0.251186,0.076686
risk_aware_contact_planner,heldout_object,one_hand_occupied,box_lift_rebalance,4,84,0.630952,0.549279,0.179494,0.089276,0.570652,0.514448,0.251623,0.077124
risk_aware_contact_planner,heldout_object,one_hand_occupied,box_lift_rebalance,5,84,0.607143,0.550127,0.180130,0.090313,0.571472,0.515260,0.252059,0.077562
risk_aware_contact_planner,heldout_object,one_hand_occupied,box_lift_rebalance,6,84,0.619048,0.550975,0.180766,0.090493,0.572335,0.516129,0.252496,0.078001
risk_aware_contact_planner,heldout_object,one_hand_occupied,fallen_object_pickup,0,84,0.607143,0.545817,0.176943,0.087962,0.576534,0.502104,0.249866,0.076259
risk_aware_contact_planner,heldout_object,one_hand_occupied,fallen_object_pickup,1,84,0.607143,0.546681,0.177591,0.088436,0.577398,0.502969,0.250311,0.076705
risk_aware_contact_planner,heldout_object,one_hand_occupied,fallen_object_pickup,2,84,0.654762,0.547545,0.178239,0.087767,0.578320,0.503908,0.250756,0.077151
risk_aware_contact_planner,heldout_object,one_hand_occupied,fallen_object_pickup,3,84,0.726190,0.548409,0.178887,0.086527,0.579270,0.504885,0.251201,0.077598
risk_aware_contact_planner,heldout_object,one_hand_occupied,fallen_object_pickup,4,84,0.654762,0.549273,0.179535,0.088715,0.564040,0.505639,0.251646,0.078044
risk_aware_contact_planner,heldout_object,one_hand_occupied,fallen_object_pickup,5,84,0.630952,0.550137,0.180183,0.089761,0.564876,0.506467,0.252091,0.070487
risk_aware_contact_planner,heldout_object,one_hand_occupied,fallen_object_pickup,6,84,0.726190,0.551001,0.180831,0.087949,0.565855,0.507480,0.252536,0.070933
risk_aware_contact_planner,heldout_object,one_hand_occupied,push_cart_with_footstep,0,84,0.750000,0.539101,0.171635,0.080764,0.553502,0.508269,0.246249,0.074211
risk_aware_contact_planner,heldout_object,one_hand_occupied,push_cart_with_footstep,1,84,0.833333,0.539989,0.172301,0.079252,0.554489,0.509287,0.246707,0.074669
risk_aware_contact_planner,heldout_object,one_hand_occupied,push_cart_with_footstep,2,84,0.690476,0.540877,0.172967,0.083167,0.539198,0.509953,0.247164,0.075128
risk_aware_contact_planner,heldout_object,one_hand_occupied,push_cart_with_footstep,3,84,0.797619,0.541765,0.173633,0.081083,0.540214,0.511008,0.247621,0.075587
risk_aware_contact_planner,heldout_object,one_hand_occupied,push_cart_with_footstep,4,84,0.583333,0.542653,0.174299,0.086713,0.540844,0.511562,0.248079,0.076045
risk_aware_contact_planner,heldout_object,one_hand_occupied,push_cart_with_footstep,5,84,0.619048,0.543541,0.174965,0.086344,0.541775,0.512506,0.248536,0.076504
risk_aware_contact_planner,heldout_object,one_hand_occupied,push_cart_with_footstep,6,84,0.702381,0.544429,0.175631,0.084831,0.542762,0.513525,0.248993,0.076962
risk_aware_contact_planner,heldout_object,narrow_support_polygon,bimanual_shelf_reach,0,84,0.654762,0.550495,0.173540,0.092482,0.554252,0.511998,0.246070,0.075072
risk_aware_contact_planner,heldout_object,narrow_support_polygon,bimanual_shelf_reach,1,84,0.714286,0.535391,0.174218,0.091549,0.555227,0.512994,0.246536,0.075539
risk_aware_contact_planner,heldout_object,narrow_support_polygon,bimanual_shelf_reach,2,84,0.654762,0.536295,0.174896,0.093474,0.556058,0.513805,0.247001,0.076006
risk_aware_contact_planner,heldout_object,narrow_support_polygon,bimanual_shelf_reach,3,84,0.595238,0.537199,0.175574,0.087395,0.557290,0.515137,0.247467,0.076473
risk_aware_contact_planner,heldout_object,narrow_support_polygon,bimanual_shelf_reach,4,84,0.642857,0.538103,0.176252,0.086748,0.558251,0.500107,0.247932,0.076940
risk_aware_contact_planner,heldout_object,narrow_support_polygon,bimanual_shelf_reach,5,84,0.678571,0.539007,0.176930,0.086387,0.559197,0.501066,0.248398,0.077406
risk_aware_contact_planner,heldout_object,narrow_support_polygon,bimanual_shelf_reach,6,84,0.654762,0.539911,0.177608,0.087454,0.560071,0.501933,0.248863,0.077873
risk_aware_contact_planner,heldout_object,narrow_support_polygon,door_open_step_through,0,84,0.642857,0.536368,0.174883,0.093779,0.556079,0.507130,0.246999,0.077163
risk_aware_contact_planner,heldout_object,narrow_support_polygon,door_open_step_through,1,84,0.678571,0.537288,0.175573,0.085423,0.557441,0.508625,0.247473,0.077638
risk_aware_contact_planner,heldout_object,narrow_support_polygon,door_open_step_through,2,84,0.595238,0.538208,0.176263,0.087927,0.558260,0.509414,0.247947,0.078113
risk_aware_contact_planner,heldout_object,narrow_support_polygon,door_open_step_through,3,84,0.642857,0.539128,0.176953,0.087289,0.559236,0.510408,0.248421,0.078588
risk_aware_contact_planner,heldout_object,narrow_support_polygon,door_open_step_through,4,84,0.583333,0.540048,0.177643,0.089223,0.560083,0.511234,0.248894,0.071059
risk_aware_contact_planner,heldout_object,narrow_support_polygon,door_open_step_through,5,84,0.702381,0.540968,0.178333,0.086870,0.545136,0.512339,0.249368,0.071534
risk_aware_contact_planner,heldout_object,narrow_support_polygon,door_open_step_through,6,84,0.761905,0.541888,0.179023,0.085947,0.546127,0.513351,0.249842,0.072009
risk_aware_contact_planner,heldout_object,narrow_support_polygon,box_lift_rebalance,0,84,0.583333,0.546856,0.182930,0.093014,0.568765,0.501893,0.252506,0.072664
risk_aware_contact_planner,heldout_object,narrow_support_polygon,box_lift_rebalance,1,84,0.630952,0.547744,0.183596,0.092359,0.569710,0.502856,0.252963,0.073123
risk_aware_contact_planner,heldout_object,narrow_support_polygon,box_lift_rebalance,2,84,0.666667,0.548632,0.184262,0.091989,0.570641,0.503800,0.253420,0.073582
risk_aware_contact_planner,heldout_object,narrow_support_polygon,box_lift_rebalance,3,84,0.607143,0.549520,0.172922,0.093124,0.571496,0.504646,0.245634,0.073848
risk_aware_contact_planner,heldout_object,narrow_support_polygon,box_lift_rebalance,4,84,0.595238,0.550408,0.173588,0.093897,0.572369,0.505516,0.246091,0.074307
risk_aware_contact_planner,heldout_object,narrow_support_polygon,box_lift_rebalance,5,84,0.607143,0.551296,0.174254,0.094099,0.573271,0.506423,0.246548,0.074766
risk_aware_contact_planner,heldout_object,narrow_support_polygon,box_lift_rebalance,6,84,0.690476,0.536176,0.174920,0.092586,0.574259,0.507441,0.247006,0.075224
risk_aware_contact_planner,heldout_object,narrow_support_polygon,fallen_object_pickup,0,84,0.666667,0.539738,0.177636,0.087122,0.571316,0.502327,0.248866,0.077947
risk_aware_contact_planner,heldout_object,narrow_support_polygon,fallen_object_pickup,1,84,0.630952,0.540642,0.178314,0.088476,0.572176,0.503175,0.249332,0.078414
risk_aware_contact_planner,heldout_object,narrow_support_polygon,fallen_object_pickup,2,84,0.654762,0.541546,0.178992,0.088400,0.573108,0.504116,0.249797,0.078881
risk_aware_contact_planner,heldout_object,narrow_support_polygon,fallen_object_pickup,3,84,0.678571,0.542450,0.179670,0.088325,0.574040,0.505056,0.250263,0.071344
risk_aware_contact_planner,heldout_object,narrow_support_polygon,fallen_object_pickup,4,84,0.630952,0.543354,0.180348,0.089964,0.574886,0.505886,0.250729,0.071810
risk_aware_contact_planner,heldout_object,narrow_support_polygon,fallen_object_pickup,5,84,0.511905,0.544258,0.181026,0.093317,0.575646,0.506604,0.251194,0.072277
risk_aware_contact_planner,heldout_object,narrow_support_polygon,fallen_object_pickup,6,84,0.571429,0.545162,0.181704,0.092384,0.576621,0.507601,0.251660,0.072744
risk_aware_contact_planner,heldout_object,narrow_support_polygon,push_cart_with_footstep,0,84,0.702381,0.548542,0.183968,0.091013,0.547241,0.507283,0.253243,0.075841
risk_aware_contact_planner,heldout_object,narrow_support_polygon,push_cart_with_footstep,1,84,0.726190,0.549470,0.172658,0.090170,0.548235,0.508298,0.245476,0.076128
risk_aware_contact_planner,heldout_object,narrow_support_polygon,push_cart_with_footstep,2,84,0.642857,0.550398,0.173354,0.092679,0.549062,0.509095,0.245954,0.076607
risk_aware_contact_planner,heldout_object,narrow_support_polygon,push_cart_with_footstep,3,84,0.702381,0.551326,0.174050,0.091760,0.550060,0.510115,0.246432,0.077086
risk_aware_contact_planner,heldout_object,narrow_support_polygon,push_cart_with_footstep,4,84,0.642857,0.536246,0.174746,0.093698,0.550915,0.510949,0.246910,0.077566
risk_aware_contact_planner,heldout_object,narrow_support_polygon,push_cart_with_footstep,5,84,0.666667,0.537174,0.175442,0.085632,0.552270,0.512433,0.247388,0.078045
risk_aware_contact_planner,heldout_object,narrow_support_polygon,push_cart_with_footstep,6,84,0.690476,0.538102,0.176138,0.085570,0.537218,0.513397,0.247866,0.078524
risk_aware_contact_planner,heldout_object,unexpected_push,bimanual_shelf_reach,0,84,0.619048,0.541202,0.184269,0.093080,0.558496,0.509933,0.251915,0.077697
risk_aware_contact_planner,heldout_object,unexpected_push,bimanual_shelf_reach,1,84,0.821429,0.542050,0.184905,0.088689,0.559588,0.511098,0.252352,0.078135
risk_aware_contact_planner,heldout_object,unexpected_push,bimanual_shelf_reach,2,84,0.642857,0.542898,0.185541,0.093440,0.560222,0.511669,0.252789,0.078574
risk_aware_contact_planner,heldout_object,unexpected_push,bimanual_shelf_reach,3,84,0.738095,0.543746,0.186177,0.091619,0.561185,0.512668,0.253226,0.079012
risk_aware_contact_planner,heldout_object,unexpected_push,bimanual_shelf_reach,4,84,0.761905,0.544594,0.186813,0.091513,0.562062,0.513555,0.253662,0.079450
risk_aware_contact_planner,heldout_object,unexpected_push,bimanual_shelf_reach,5,84,0.595238,0.545442,0.187449,0.095978,0.562711,0.498136,0.254099,0.079888
risk_aware_contact_planner,heldout_object,unexpected_push,bimanual_shelf_reach,6,84,0.738095,0.546290,0.188085,0.093015,0.563731,0.499209,0.246532,0.072322
risk_aware_contact_planner,heldout_object,unexpected_push,door_open_step_through,0,84,0.607143,0.542739,0.185354,0.094189,0.543981,0.504733,0.252667,0.079612
risk_aware_contact_planner,heldout_object,unexpected_push,door_open_step_through,1,84,0.607143,0.543603,0.186002,0.094663,0.544845,0.505598,0.253112,0.080058
risk_aware_contact_planner,heldout_object,unexpected_push,door_open_step_through,2,84,0.619048,0.544467,0.186650,0.094851,0.545723,0.506482,0.253557,0.072501
risk_aware_contact_planner,heldout_object,unexpected_push,door_open_step_through,3,84,0.571429,0.545331,0.187298,0.096468,0.546531,0.507273,0.254002,0.072947
risk_aware_contact_planner,heldout_object,unexpected_push,door_open_step_through,4,84,0.464286,0.546195,0.187946,0.099514,0.547266,0.507971,0.246443,0.073393
risk_aware_contact_planner,heldout_object,unexpected_push,door_open_step_through,5,84,0.607143,0.547059,0.176588,0.095779,0.548341,0.509110,0.246648,0.073648
risk_aware_contact_planner,heldout_object,unexpected_push,door_open_step_through,6,84,0.619048,0.547923,0.177236,0.095967,0.549220,0.509994,0.247093,0.074094
risk_aware_contact_planner,heldout_object,unexpected_push,box_lift_rebalance,0,84,0.547619,0.532811,0.178088,0.098229,0.568027,0.510784,0.247660,0.072664
risk_aware_contact_planner,heldout_object,unexpected_push,box_lift_rebalance,1,84,0.583333,0.533643,0.178712,0.097828,0.568903,0.511674,0.248088,0.073094
risk_aware_contact_planner,heldout_object,unexpected_push,box_lift_rebalance,2,84,0.678571,0.534475,0.179336,0.087995,0.570250,0.513177,0.248517,0.073524
risk_aware_contact_planner,heldout_object,unexpected_push,box_lift_rebalance,3,84,0.690476,0.535307,0.179960,0.088166,0.571098,0.514030,0.248945,0.073954
risk_aware_contact_planner,heldout_object,unexpected_push,box_lift_rebalance,4,84,0.642857,0.536139,0.180584,0.089765,0.571874,0.498782,0.249374,0.074384
risk_aware_contact_planner,heldout_object,unexpected_push,box_lift_rebalance,5,84,0.642857,0.536971,0.181208,0.090222,0.572707,0.499617,0.249802,0.074814
risk_aware_contact_planner,heldout_object,unexpected_push,box_lift_rebalance,6,84,0.607143,0.537803,0.181832,0.091536,0.557489,0.500395,0.250231,0.075244
risk_aware_contact_planner,heldout_object,unexpected_push,fallen_object_pickup,0,84,0.595238,0.545165,0.187399,0.095875,0.573864,0.498444,0.254048,0.079913
risk_aware_contact_planner,heldout_object,unexpected_push,fallen_object_pickup,1,84,0.535714,0.546013,0.188035,0.097769,0.574642,0.499200,0.254485,0.072347
risk_aware_contact_planner,heldout_object,unexpected_push,fallen_object_pickup,2,84,0.595238,0.546861,0.176665,0.096026,0.575601,0.500194,0.246678,0.072593
risk_aware_contact_planner,heldout_object,unexpected_push,fallen_object_pickup,3,84,0.654762,0.547709,0.177301,0.095062,0.576521,0.501136,0.247114,0.073031
risk_aware_contact_planner,heldout_object,unexpected_push,fallen_object_pickup,4,84,0.666667,0.548557,0.177937,0.095242,0.561376,0.502005,0.247551,0.073469
risk_aware_contact_planner,heldout_object,unexpected_push,fallen_object_pickup,5,84,0.642857,0.533397,0.178573,0.096279,0.562196,0.502817,0.247988,0.073907
risk_aware_contact_planner,heldout_object,unexpected_push,fallen_object_pickup,6,84,0.607143,0.534245,0.179209,0.089597,0.563402,0.504132,0.248425,0.074346
risk_aware_contact_planner,heldout_object,unexpected_push,push_cart_with_footstep,0,84,0.630952,0.548249,0.177435,0.095846,0.544266,0.497935,0.247235,0.074686
risk_aware_contact_planner,heldout_object,unexpected_push,push_cart_with_footstep,1,84,0.619048,0.533113,0.178089,0.096611,0.545123,0.498789,0.247684,0.075136
risk_aware_contact_planner,heldout_object,unexpected_push,push_cart_with_footstep,2,84,0.702381,0.533985,0.178743,0.095089,0.546096,0.499792,0.248133,0.075587
risk_aware_contact_planner,heldout_object,unexpected_push,push_cart_with_footstep,3,84,0.702381,0.534857,0.179397,0.087564,0.547368,0.501185,0.248582,0.076037
risk_aware_contact_planner,heldout_object,unexpected_push,push_cart_with_footstep,4,84,0.738095,0.535729,0.180051,0.087185,0.548283,0.502114,0.249031,0.076488
risk_aware_contact_planner,heldout_object,unexpected_push,push_cart_with_footstep,5,84,0.630952,0.536601,0.180705,0.090235,0.549026,0.502820,0.249480,0.076938
risk_aware_contact_planner,heldout_object,unexpected_push,push_cart_with_footstep,6,84,0.666667,0.537473,0.181359,0.089856,0.549941,0.503748,0.249929,0.077389
risk_aware_contact_planner,heldout_object,contact_dropout,bimanual_shelf_reach,0,84,0.642857,0.543280,0.191086,0.097192,0.561228,0.496791,0.255275,0.081100
risk_aware_contact_planner,heldout_object,contact_dropout,bimanual_shelf_reach,1,84,0.630952,0.544128,0.179716,0.097163,0.562102,0.497673,0.247467,0.073342
risk_aware_contact_planner,heldout_object,contact_dropout,bimanual_shelf_reach,2,84,0.666667,0.544976,0.180352,0.096771,0.562993,0.498579,0.247904,0.073780
risk_aware_contact_planner,heldout_object,contact_dropout,bimanual_shelf_reach,3,84,0.583333,0.545824,0.180988,0.099236,0.563742,0.499298,0.248341,0.074218
risk_aware_contact_planner,heldout_object,contact_dropout,bimanual_shelf_reach,4,84,0.630952,0.530664,0.181624,0.098559,0.548640,0.500222,0.248777,0.074656
risk_aware_contact_planner,heldout_object,contact_dropout,bimanual_shelf_reach,5,84,0.547619,0.531512,0.182260,0.101024,0.549389,0.500942,0.249214,0.075095
risk_aware_contact_planner,heldout_object,contact_dropout,bimanual_shelf_reach,6,84,0.607143,0.532360,0.182896,0.092057,0.550709,0.502405,0.249651,0.075533
risk_aware_contact_planner,heldout_object,contact_dropout,door_open_step_through,0,84,0.630952,0.544817,0.180165,0.097520,0.546752,0.507650,0.247782,0.074818
risk_aware_contact_planner,heldout_object,contact_dropout,door_open_step_through,1,84,0.559524,0.545681,0.180813,0.099708,0.547531,0.508404,0.248227,0.075265
risk_aware_contact_planner,heldout_object,contact_dropout,door_open_step_through,2,84,0.738095,0.530537,0.181461,0.095897,0.548609,0.509548,0.248672,0.075711
risk_aware_contact_planner,heldout_object,contact_dropout,door_open_step_through,3,84,0.690476,0.531401,0.182109,0.097514,0.549416,0.510339,0.249117,0.076157
risk_aware_contact_planner,heldout_object,contact_dropout,door_open_step_through,4,84,0.607143,0.532265,0.182757,0.091984,0.550581,0.511594,0.249562,0.076604
risk_aware_contact_planner,heldout_object,contact_dropout,door_open_step_through,5,84,0.654762,0.533129,0.183405,0.091315,0.551502,0.512534,0.250007,0.077050
risk_aware_contact_planner,heldout_object,contact_dropout,door_open_step_through,6,84,0.583333,0.533993,0.184053,0.093503,0.552281,0.497279,0.250452,0.077496
risk_aware_contact_planner,heldout_object,contact_dropout,box_lift_rebalance,0,84,0.642857,0.534889,0.184905,0.092622,0.555237,0.498274,0.251019,0.076067
risk_aware_contact_planner,heldout_object,contact_dropout,box_lift_rebalance,1,84,0.523810,0.535721,0.185529,0.095936,0.555927,0.498923,0.251447,0.076497
risk_aware_contact_planner,heldout_object,contact_dropout,box_lift_rebalance,2,84,0.571429,0.536553,0.186153,0.095250,0.556818,0.499832,0.251876,0.076927
risk_aware_contact_planner,heldout_object,contact_dropout,box_lift_rebalance,3,84,0.642857,0.537385,0.186777,0.093992,0.557736,0.500777,0.252304,0.077357
risk_aware_contact_planner,heldout_object,contact_dropout,box_lift_rebalance,4,84,0.595238,0.538217,0.187401,0.095591,0.558512,0.501537,0.252733,0.077787
risk_aware_contact_planner,heldout_object,contact_dropout,box_lift_rebalance,5,84,0.642857,0.539049,0.188025,0.094905,0.559403,0.502446,0.253161,0.078217
risk_aware_contact_planner,heldout_object,contact_dropout,box_lift_rebalance,6,84,0.595238,0.539881,0.188649,0.096504,0.560179,0.503206,0.253590,0.078647
risk_aware_contact_planner,heldout_object,contact_dropout,fallen_object_pickup,0,84,0.583333,0.531235,0.182210,0.100064,0.560585,0.501305,0.249163,0.075119
risk_aware_contact_planner,heldout_object,contact_dropout,fallen_object_pickup,1,84,0.595238,0.532083,0.182846,0.092239,0.561848,0.502694,0.249600,0.075557
risk_aware_contact_planner,heldout_object,contact_dropout,fallen_object_pickup,2,84,0.654762,0.532931,0.183482,0.091276,0.562768,0.503636,0.250037,0.075995
risk_aware_contact_planner,heldout_object,contact_dropout,fallen_object_pickup,3,84,0.630952,0.533779,0.184118,0.092313,0.563588,0.504449,0.250474,0.076433
risk_aware_contact_planner,heldout_object,contact_dropout,fallen_object_pickup,4,84,0.571429,0.534627,0.184754,0.094207,0.564366,0.505206,0.250910,0.076872
risk_aware_contact_planner,heldout_object,contact_dropout,fallen_object_pickup,5,84,0.547619,0.535475,0.185390,0.095243,0.565186,0.506018,0.251347,0.077310
risk_aware_contact_planner,heldout_object,contact_dropout,fallen_object_pickup,6,84,0.583333,0.536323,0.186026,0.094852,0.566077,0.506924,0.251784,0.077748
risk_aware_contact_planner,heldout_object,contact_dropout,push_cart_with_footstep,0,84,0.642857,0.534319,0.184252,0.092240,0.547384,0.501303,0.250594,0.078088
risk_aware_contact_planner,heldout_object,contact_dropout,push_cart_with_footstep,1,84,0.654762,0.535191,0.184906,0.092433,0.548270,0.502195,0.251043,0.078539
risk_aware_contact_planner,heldout_object,contact_dropout,push_cart_with_footstep,2,84,0.726190,0.536063,0.185560,0.091197,0.549228,0.503179,0.251492,0.078989
risk_aware_contact_planner,heldout_object,contact_dropout,push_cart_with_footstep,3,84,0.607143,0.536935,0.186214,0.094532,0.533949,0.503866,0.251941,0.079440
risk_aware_contact_planner,heldout_object,contact_dropout,push_cart_with_footstep,4,84,0.595238,0.537807,0.186868,0.095297,0.534807,0.504721,0.252390,0.079890
risk_aware_contact_planner,heldout_object,contact_dropout,push_cart_with_footstep,5,84,0.535714,0.538679,0.187522,0.097204,0.535608,0.505501,0.252839,0.080341
risk_aware_contact_planner,heldout_object,contact_dropout,push_cart_with_footstep,6,84,0.654762,0.539551,0.188176,0.094825,0.536623,0.506559,0.253288,0.080791
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,bimanual_shelf_reach,0,84,0.642857,0.540661,0.189371,0.104133,0.553669,0.497848,0.250654,0.080791
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,bimanual_shelf_reach,1,84,0.654762,0.525581,0.190067,0.104356,0.554610,0.498793,0.251132,0.081270
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,bimanual_shelf_reach,2,84,0.630952,0.526509,0.190763,0.097433,0.555908,0.500203,0.251610,0.081749
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,bimanual_shelf_reach,3,84,0.535714,0.527437,0.191459,0.100228,0.556721,0.500982,0.252088,0.082229
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,bimanual_shelf_reach,4,84,0.726190,0.528365,0.192155,0.096166,0.557876,0.502206,0.252566,0.082708
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,bimanual_shelf_reach,5,84,0.607143,0.529293,0.192851,0.099532,0.558659,0.502947,0.253043,0.083187
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,bimanual_shelf_reach,6,84,0.595238,0.530221,0.193547,0.100327,0.559572,0.503855,0.253521,0.075662
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,door_open_step_through,0,84,0.607143,0.533542,0.195970,0.101843,0.546676,0.500221,0.255192,0.078466
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,door_open_step_through,1,84,0.607143,0.534486,0.196678,0.102361,0.547618,0.501163,0.255678,0.078953
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,door_open_step_through,2,84,0.535714,0.535430,0.197386,0.104593,0.548474,0.501994,0.256165,0.079441
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,door_open_step_through,3,84,0.535714,0.536374,0.198094,0.105111,0.549416,0.502937,0.256651,0.079928
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,door_open_step_through,4,84,0.630952,0.537318,0.198802,0.103343,0.550473,0.504027,0.257137,0.080415
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,door_open_step_through,5,84,0.678571,0.538262,0.199510,0.102718,0.551472,0.505044,0.249619,0.080903
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,door_open_step_through,6,84,0.654762,0.539206,0.188212,0.103028,0.552425,0.506000,0.249865,0.081198
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,box_lift_rebalance,0,84,0.547619,0.532198,0.195143,0.102589,0.563463,0.499062,0.254605,0.075913
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,box_lift_rebalance,1,84,0.571429,0.533110,0.195827,0.102518,0.564402,0.500011,0.255075,0.076384
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,box_lift_rebalance,2,84,0.500000,0.534022,0.196511,0.104733,0.565227,0.500811,0.255545,0.076855
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,box_lift_rebalance,3,84,0.642857,0.534934,0.197195,0.101805,0.566310,0.501945,0.256014,0.077326
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,box_lift_rebalance,4,84,0.607143,0.535846,0.197879,0.103163,0.567178,0.502801,0.256484,0.077797
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,box_lift_rebalance,5,84,0.595238,0.536758,0.198563,0.103949,0.552067,0.503694,0.256954,0.078268
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,box_lift_rebalance,6,84,0.642857,0.537670,0.199247,0.103306,0.553035,0.504679,0.257423,0.078739
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,fallen_object_pickup,0,84,0.654762,0.530456,0.193882,0.099076,0.571270,0.504717,0.253734,0.075945
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,fallen_object_pickup,1,84,0.654762,0.531384,0.194578,0.099585,0.556189,0.505644,0.254212,0.076424
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,fallen_object_pickup,2,84,0.535714,0.532312,0.195274,0.102952,0.556972,0.506385,0.254690,0.076903
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,fallen_object_pickup,3,84,0.619048,0.533240,0.195970,0.101461,0.557999,0.507442,0.255168,0.077382
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,fallen_object_pickup,4,84,0.666667,0.534168,0.196666,0.100827,0.558983,0.508443,0.255646,0.077861
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,fallen_object_pickup,5,84,0.571429,0.535096,0.197362,0.103622,0.559795,0.493213,0.256124,0.078340
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,fallen_object_pickup,6,84,0.702381,0.536024,0.198058,0.100989,0.560879,0.494345,0.256602,0.078819
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,push_cart_with_footstep,0,84,0.559524,0.532564,0.195192,0.102435,0.540526,0.503012,0.254662,0.078414
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,push_cart_with_footstep,1,84,0.654762,0.533516,0.195906,0.100672,0.541590,0.504111,0.255153,0.078906
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,push_cart_with_footstep,2,84,0.535714,0.534468,0.196620,0.104051,0.542397,0.504875,0.255643,0.079397
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,push_cart_with_footstep,3,84,0.630952,0.535420,0.197334,0.102288,0.543462,0.505974,0.256133,0.079889
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,push_cart_with_footstep,4,84,0.630952,0.536372,0.198048,0.102810,0.544411,0.506924,0.256623,0.080380
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,push_cart_with_footstep,5,84,0.583333,0.537324,0.198762,0.104476,0.545304,0.507799,0.257114,0.080871
risk_aware_contact_planner,heldout_object,compound_contact_scarcity,push_cart_with_footstep,6,84,0.630952,0.538276,0.199476,0.103855,0.530303,0.508824,0.249600,0.081363
risk_aware_contact_planner,heldout_layout,nominal_contacts,bimanual_shelf_reach,0,84,0.690476,0.553763,0.169862,0.080634,0.569207,0.505335,0.249612,0.075791
risk_aware_contact_planner,heldout_layout,nominal_contacts,bimanual_shelf_reach,1,84,0.761905,0.554619,0.170504,0.079389,0.570149,0.506304,0.250052,0.076234
risk_aware_contact_planner,heldout_layout,nominal_contacts,bimanual_shelf_reach,2,84,0.595238,0.555475,0.171146,0.083859,0.570806,0.506902,0.250493,0.076676
risk_aware_contact_planner,heldout_layout,nominal_contacts,bimanual_shelf_reach,3,84,0.607143,0.556331,0.171788,0.084043,0.555669,0.507778,0.250934,0.069114
risk_aware_contact_planner,heldout_layout,nominal_contacts,bimanual_shelf_reach,4,84,0.690476,0.557187,0.160424,0.081732,0.556664,0.508816,0.243131,0.069364
